Issue key,Priority,Summary,Issue type,Description,Status,Component,Reporter,Assignee,Created,Updated,Resolved,Resolution,EPD team,Epic link,Epic name,Story points,Fix versions,Last Sprint,Sprints,Labels,Original estimate,Remaining estimate,Time spent,Flagged
EIP1-7335,Three,,Story,"*As an* ERO processing an overseas application
*I want* to approve or reject the register check status of the elector or their parent/guardian
*So that* I can determine the application

----

h2. Context

There are 2 routes where an ERO can approve and reject register checks:

# The elector’s register check
# The elector’s parent / guardian register check

Follows the same pattern as OAVA API:
PUT '/eros/{eroId}/applications/{applicationId}/register-status'

Rejected Reasons need finalised.

----

h2. Acceptance Criteria

h3. AC1: Set Approved Register Determination Status - (201 Happy Path)

*Given* an ERO wants to indicate they have approved an elector or the elector’s parent / guardian’s presence on a register to determine their registration or their under 18 eligibility
*And* the application has not been determined (including in-progress)
*And* the qualifying address has not been confirmed
*When* they call the set register status service API to set the status to approved
*And* they have supplied the selected match from the register check (optional?)
*Then* the API will return a 201 response
*And* the qualifying register check determination status will be set to approved
*And* the ems elector Id will be set to the ems elector id supplied (optional?)
*And* the register check determination status will be returned as part of the qualifying address from the Get Application By Id

h3. AC2: Set Rejected Register Determination Status - (201 Happy Path)

*Given* an ERO wants to indicate they have rejected an elector or the elector’s parent / guardian’s presence on a register to determine their registration or their under 18 eligibility
*And* the application has not been determined (including in-progress)
*And* the qualifying address has not been confirmed
*When* they call the set register status service API to set the status to rejected
*And* they have supplied the reason for rejecting the register check
*Then* the API will return a 201 response
*And* the qualifying register check determination status will be set to rejected
*And* the register check determination reason will be set to reason supplied
*And* the register check determination status will be returned as part of the qualifying address from the Get Application By Id

h3. AC3: Set Rejected Register Determination Status - (400 Un-Happy Path - no reason supplied)

*Given* an ERO wants to indicate they have rejected an elector or the elector’s parent / guardian’s presence on a register to determine their registration or their under 18 eligibility
*And* the application has not been determined (including in-progress)
*And* the qualifying address has not been confirmed
*When* they call the set register determination status service API to set the status to approved
*And* they do not supply a reason for the rejection
*Then* the API will return a 400 response

h2. Error Scenarios

h3. AC4: Application’s Qual Address verification is Determined - (409)

h3. AC5: The application has been Determined (409)

h3. *AC6:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,29/Aug/23 11:45 AM,08/Sep/23 2:50 PM,,,,EIP1-7230,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7336,Three,,Story,"*As an* ERO processing an overseas application
*I want* to approve or reject the residency check status of the elector or their parent/guardian
*So that* I can determine the application

----

h2. Context

Suggesting to follows the same pattern as OAVA and Register Check API (could add qualifying-address to path):
PUT '/eros/{eroId}/applications/{applicationId}/residency-status'

----

h2. Acceptance Criteria

h3. AC1: Set Residency Determination Status - Approved / Rejected / Not-Checked (undo) (201 Happy Path)

*Given* an ERO wants to indicate they have approved / reject / undo an elector or the elector’s parent / guardian’s residency check
*And* the application has not been determined (including in-progress)
*And* the qualifying address has not been confirmed
*When* they call the set residency status service API to set the status to approved / rejected / not-checked
*Then* the API will return a 201 response
*And* the qualifying address residency status will be set to approved / rejected / not-checked
*And* the residency check status will be returned as part of the qualifying address from the Get Application By Id

h2. Error Scenarios

h3. AC2: Application’s Qual Address verification is Determined - (409)

h3. AC3: The application has been Determined (409)

h3. *AC4:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,29/Aug/23 11:48 AM,06/Sep/23 4:41 PM,,,,EIP1-7231,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7339,Three,,Story,"*As an* ERO
*I want* to be able to edit a note I’ve previously written
*So that* I can fix any errors make in original


----

h2. Technical Notes

* Audit tables to save history of changes
* Can only edit own notes?
* Can’t edit meta data of notes?
* PUT /ero/{eroId}/application/{id}/notes/{id}

----

h2. Acceptance Criteria

h3. AC1: Edit Note

*Given* an *authorised user*
*And* a overseas application with the {applicationId} for the current user's ERO is present in the database
*When* I call the *Edit Notes API* sending updated text
*Then* the application note will be updated
*And* the history of the note changes will be stored in an audit table

h3. AC2: Applications is Determined - (409) - {color:#ff5630}CAN YOU EDIT NOTES AFTER AN APPLICATION HAS BEEN DETERMINED?{color}

h3. *AC3:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,29/Aug/23 12:17 PM,11/Sep/23 4:14 PM,,,,EIP1-4494,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7340,Three,,Story,"*As a* overseas-admin processing an application
*I want* to set the status on documentary evidence supplied on qualifying address information
*So that* I can mark a document as rejected, or undo a previously rejected document
*And so that* I can approve, reject and send further communication to the elector to request further documentary evidence

----

h2. Technical Notes

Suggesting this as an extension to the PATCH {{/eros/{eroId}/applications/{applicationId}/documents/{documentId}}} API - which now needs to:

# Use tags to ensure the correct business rules apply
## Documents with the “identity” tag can not be updated if the identity determination has been completed.
## Documents with the “qualifying-address” tag can not be updated if the qualifying address determination has been completed. 

h2. Acceptance Criteria

h3. AC1: Set Qualifying address Document Status

*Given* an overseas application document
*And* the document has the “qualifying-address” tag
*And* the qualifying address status has not been determined
*When* the document status API is called to update the documents status  (plus reasons for rejected)
*Then* the documents status will be updated to reflect the status provided (not-checked, accepted, rejected)
*And* if rejected, the rejected reasons will be updated

h3. AC1: Set Identity Document Status

*Given* an overseas application document
*And* the document has the “identity” tag
*And* the the identity status has not been determined
*When* the document status API is called to update the documents status (plus reasons for rejected)
*Then* the documents status will be updated to reflect the status provided (not-checked, accepted, rejected)
*And* if rejected, the rejected reasons will be updated

h2. Error Scenarios

As existing implementation",To Do,,Krister Bone,,29/Aug/23 1:40 PM,12/Sep/23 12:30 AM,,,,EIP1-4494,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7358,Three,,Story,"*As a* overseas-admin processing an application
*I want* to confirm documentary evidence for qualifying address information
*So that* I can approve residency for an overseas application

h2. Context

The focus of this story is to enable the {{overseas-admin}} to indicate they have confirmed an electors residency by documentary evidence 
This is a sub determination as part of either a under 18 or residency qualifying address check.

h2. Acceptance Criteria

h3. S1: Set Documentary Evidence Status - (201 Happy Path)

*Given* an ERO wants to indicate they have approved or rejected an elector's documentary evidence to determine their residency or under 18 eligibility
*And* the application has not been determined (including in-progress)
*And* the qualifying address has not been confirmed
*When* they call the set documentary evidence status service API to set the status to approved or rejected
*Then* the API will return a 201 response to documentary evidence status has been set to approved or rejected
*And* the documentary evidence status will be returned as part of the qualifying address from the Get Application By Id

h2. Error Scenarios

h3. S4: Application’s Qual Address verification is Determined - (409)

h3. S5: The application has been Determined (409)

h3. *S6:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,30/Aug/23 11:58 PM,08/Sep/23 2:39 PM,,,,EIP1-4494,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7411,Three,,Story,"*As an* ERO
*I want* to be able to delete a note I’ve previously written
*So that* I can remove comments I n o longer want associated to the application

----

h2. Technical Notes

* Audit tables to save history of changes
* Can only delete own notes?
* DELETE /ero/{eroId}/application/{id}/notes/{id}

----

h2. Acceptance Criteria

h3. AC1: Delete Note

*Given* an *authorised user*
*And* a overseas application with the {applicationId} for the current user's ERO is present in the database
*When* I call the *Delete Notes API*
*Then* the application note will be removed from the application
*And* the history of the note deletion will be stored in an audit table

h3. AC2: Applications is Determined - (409) - {color:#ff5630}CAN YOU DELETE NOTES AFTER AN APPLICATION HAS BEEN DETERMINED?{color}

h3. *AC3:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,04/Sep/23 2:41 PM,11/Sep/23 4:15 PM,,,,EIP1-4494,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7414,Three,,Story,"*As an* ERO administrator processing applications 

*I want* to only be presented with actions that are relevant to the determination state of an application  

*So that* I can avoid erroneous updates to determined applications 

*Notes*

{color:#ff5630}Confirmation required on whether Notes feature will be disabled upon determination {color}

*Background* 

This ticket will cover the modification of several CTA’s with the Qualifying address journey that will need to be modified. e.g. hidden or disabled, once an application has been determined. 

This is to prevent erroneous actions on applications post determination 

* Check register button (prior registration page)
* Determination buttons for the following sections are removed 
** Automatic Register checks 
** Paper register checks 
** Proof of parent/ guardian relationship 
** Previous residency
** Local data match 
** Documentary evidence 
** Attestation 
* Qualifying address determination section is removed from the task list 
* Uploading or adding new qualifying address documents, ‘add document section should be removed from the following sections 
** Proof of parent/ guardian relationship 
** Documentary evidence 
** Attestation 
* Updates to uploaded documents e.g. rejection, or requesting new. documents buttons are removed.
* Review button and links for uploaded and offline documents remain functional  
* Change links for parent/guardian details.
* Change links for Last known UK address (previous residency page) ",To Do,,yusuf.eldin,,04/Sep/23 9:54 PM,08/Sep/23 2:41 PM,,,,EIP1-4494,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7415,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to record my progress in actions taken to verify an under 18 leaver’s right to vote 

so that I can process the application 

*Context*

*Screen designs*

!image-20230817-171851.png|width=552,height=997!

h2. *Acceptance Criteria*

*Upload Document*

*AC1: Proof of relationship not complete* 

Given an authorised user is processing an application

When a determination has not yet been made on the proof of relationship section  

THEN all other task-list sections should show ‘cannot start yet’ 

And the determination buttons ‘confirm' & ‘reject’ qualifying address are disabled. 



*AC2: Proof of relationship confirmed*

Given an authorised user is processing an application

When the proof of relationship has been confirmed  

THEN all other task-list sections should show ‘not required’ 

AND the button ‘confirm qualifying address’ becomes operational 



*AC3: Proof of relationship not confirmed* 

Given an authorised user is processing an application

When the proof of relationship has been confirmed   

 THEN the status of all other task list sections should update to ‘incomplete’

AND the button ‘Reject qualifying address’ becomes operational 



*AC4.* 

Given an authorised user is processing an application

WHEN any task list section has been confirmed 

Then all other sections should show ‘not required’ 

AND the button ‘confirm qualifying address’ becomes operational 



*AC5 confirm qualifying address* 

Given an authorised user has confirmed proof or relationship 

AND has confirmed any other qualifying address task list sections 

AND has made a determination of ‘confirm qualifying address’ 

THEN the qualifying address status is updated  [https://technologyprogramme.atlassian.net/browse/EIP1-7285|https://technologyprogramme.atlassian.net/browse/EIP1-7285|smart-link] 

AND the tab status will update from pending to confirmed 



*AC5 reject qualifying address* 

Given an authorised user has confirmed or rejected proof of parent/guardian relationship

AND has rejected any of the qualifying address task list sections 

AND has made a determination of ‘cannot confirm qualifying address’ 

THEN the qualifying address status is updated  [https://technologyprogramme.atlassian.net/browse/EIP1-7285|https://technologyprogramme.atlassian.net/browse/EIP1-7285|smart-link] 

AND the tab status will update from pending to rejected ",To Do,,yusuf.eldin,,04/Sep/23 11:22 PM,06/Sep/23 9:40 PM,,,,EIP1-5175,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7426,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to record my progress in actions taken to verify an applicant’s right to vote  

so that I can process the application 

*Context*

*Screen designs*

!image-20230825-162101.png|width=532,height=891!



h2. *Acceptance Criteria*

*Upload Document*

*AC1: Registration not complete* 

Given an authorised user is processing an application

When a determination has not yet been made on the automatic or paper registration checks sections

THEN all other task-list sections should show ‘cannot start yet’ 

AND the links to these sections are disabled 

And the determination buttons ‘confirm' & ‘reject’ qualifying address are disabled. 



*AC2: Registration confirmed*

GIVEN an authorised user is processing an application

WHEN the automatic or paper registration checks sections have been confirmed 

THEN all other task-list sections should show ‘not required’ 

AND the determination button ‘confirm qualifying address’ becomes operational 



*AC3: Registration rejected* 

Given an authorised user is processing an application

When the automatic and paper registration checks have been rejected   

THEN the status of all other task list sections should update to ‘incomplete’

AND the links to these sections are enabled

AND the determination button ‘Reject qualifying address’ becomes operational 



*AC4.* 

Given an authorised user is processing an application

AND automatic and paper registration checks have been rejected 

WHEN any other task list section has been confirmed  

Then all other sections should show ‘not required’ 

AND the button ‘confirm qualifying address’ becomes operational 



*AC5 confirm qualifying address* 

Given an authorised user has confirmed any of the qualifying address task list sections 

AND has made a determination of ‘confirm qualifying address’ 

THEN the qualifying address status is updated  [https://technologyprogramme.atlassian.net/browse/EIP1-7285|https://technologyprogramme.atlassian.net/browse/EIP1-7285|smart-link] 

AND the tab status will update from pending to confirmed 



*AC5 reject qualifying address* 

Given an authorised user has rejected any of the qualifying address task list sections 

AND has made a determination of ‘cannot confirm qualifying address’ 

THEN the qualifying address status is updated  [https://technologyprogramme.atlassian.net/browse/EIP1-7285|https://technologyprogramme.atlassian.net/browse/EIP1-7285|smart-link] 

AND the tab status will update from pending to rejected ",To Do,,yusuf.eldin,,05/Sep/23 5:40 PM,11/Sep/23 10:00 PM,,,,EIP1-7230,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7427,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to record my progress in actions taken to verify an applicant’s right to vote 

so that I can process the application 

*Context*

*Screen designs*

!image-20230905-172915.png|width=786,height=1144!



h2. *Acceptance Criteria*

*Upload Document*

*AC1: Residency checks not complete* 

Given an authorised user is processing an application

When a determination has not yet been made on the residency checks sections

THEN all other task-list sections should show ‘cannot start yet’ 

AND the links to these sections are disabled 

And the determination buttons ‘confirm' & ‘reject’ qualifying address are disabled. 



*AC2: Registration confirmed*

GIVEN an authorised user is processing an application

WHEN the residency checks sections have been confirmed 

THEN all other task-list sections should show ‘not required’ 

AND the determination button ‘confirm qualifying address’ becomes operational 



*AC3: Residency checks rejected* 

Given an authorised user is processing an application

When the automatic and paper residency checks have been rejected   

THEN the status of all other task list sections should update to ‘incomplete’

AND the links to these sections are enabled

AND the determination button ‘Reject qualifying address’ becomes operational 



*AC4.* 

Given an authorised user is processing an application

AND automatic and paper registration checks have been rejected 

WHEN any other task list section has been confirmed  

Then all other sections should show ‘not required’ 

AND the button ‘confirm qualifying address’ becomes operational 



*AC5 confirm qualifying address* 

Given an authorised user has confirmed any of the qualifying address task list sections 

AND has made a determination of ‘confirm qualifying address’ 

THEN the qualifying address status is updated  [https://technologyprogramme.atlassian.net/browse/EIP1-7285|https://technologyprogramme.atlassian.net/browse/EIP1-7285|smart-link] 

AND the tab status will update from pending to confirmed 



*AC5 reject qualifying address* 

Given an authorised user has rejected any of the qualifying address task list sections 

AND has made a determination of ‘cannot confirm qualifying address’ 

THEN the qualifying address status is updated  [https://technologyprogramme.atlassian.net/browse/EIP1-7285|https://technologyprogramme.atlassian.net/browse/EIP1-7285|smart-link] 

AND the tab status will update from pending to rejected ",To Do,,yusuf.eldin,,05/Sep/23 5:41 PM,06/Sep/23 11:21 PM,,,,EIP1-7231,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7428,Three,,Story,"*As an* ERO processing applications 
*I want* to be able to request new register check requests from the EMS systems
*So that* EMS updates and emsIdentiferId requests can be re-processed.

----

h3. Context:

This Story is the implementation of the following API

# {{POST /eros/{eroId}/applications/{applicationId}/register-status}}
## Add the ability request a new register check
## Either re-check with existing elector details or parent guardian details or using the supplied emsElectorId
# This will also send the register check request to the register check service
## When sending with the emsElectorId - the register check service will ignore until it is refactored to support this

----

h2. Acceptance Criteria

h3. AC1: Accept Register Check Request Happy Path

*Given* an *authorised user* in the *overseas-admin* group for the *current ERO*
*And the* the overseas application exists in the *current ERO*
*When* I call the *POST /eros/{eroId}/applications/{applicationId}/register-status API*
*And* send an emsElectorId (optional)
*Then* the a new register check will be created
*And* a the new register check registerDetermination will be populated with the emsElectorId when provided (or null)
*And* a new register check request will be sent to the Register Check service containing all elector details or parent/guardians details and the emsElectorId when provided
*And* the register check status will be set to pending or pending-id-check


h3. Error Scenarios

h3. AC2: Application’s Qual Address verification is Determined - (409)

h3. AC3: The application has been Determined (409)

h3. *AC4:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,06/Sep/23 12:26 AM,08/Sep/23 1:21 PM,,,,EIP1-7230,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7429,Three,,Story,"*As an* ERO processing applications 
*I want* to be able to undo approved and rejected register determinations
*So that* I can correct any errors made

----

h2. Context:

This Story is the implementation of the following API

# {{PUT /eros/{eroId}/applications/{applicationId}/register-status/undo-determination}}
## Add the ability to revert and approved or rejected register determination.

----

h2. AC1: Undo Accept / Reject Register Determination Request Happy Path

*Given* an *authorised user* in the *overseas-admin* group for the *current ERO*
*And the* the overseas application exists in the *current ERO*
*And the* the register check registerDetermination is approved or rejected
*When* I call the *PUT /eros/{eroId}/applications/{applicationId}/register-status/undo-determination API*
*Then* the API will return a 201/4 response code.
*And* the registerDetermination status and rejected reasons will be cleared (set to null).

h2. Error Scenarios

h3. AC2: Application’s Qual Address verification is Determined - (409)

h3. AC3: The application has been Determined (409)

h3. *AC4:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,06/Sep/23 12:30 AM,11/Sep/23 12:21 PM,,,,EIP1-7230,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7435,Three,,Story,"*As an* ERO rejecting documents from the elector
*I want* to be able to preview and send communications to the elector
*So that* the elector knows to submit new documents to progress their application

----

h3. Technical Notes

APIs required:

# POST (channels - email or letter) /eros/{eroId}/applications/{applicationId}/comms/rejected-documents/{channel}/preview
# POST (channels - email or letter)  /eros/{eroId}/applications/{applicationId}/comms/rejected-documents/{channel}
# Consider Welsh

h3. Email Content - GOV.Notify Parameters

* Application Reference (applicationReference)
* First Name (firstName)
* Rejection Reason List (rejectionReasonList)
* Rejection Reason Text (rejectionReasonMessage)
* ERO Address
** eroAddressLine1
** eroAddressLine2
** eroAddressLine3
** eroAddressLine4
** eroPostcode
** eroPhone
** eroWebsite
** eroEmail
* LA Name (LAName)



h3. AC1: Preview Email - Has Email Address (Happy Path - 200)

*Given* the ERO has rejected documents
*And* the Elector has an email address
*And* the ERO wants to send rejected comms to the Elector
*When* the ERO requests to view a preview of the Email to be sent
*Then* the API will return the GOV.Notify Preview Email

h3. AC2: Preview Email - No Email Address (Un-Happy Path - 409)

*Given* the ERO has rejected documents
*And* the Elector doesn’t have an email address
*And* the ERO wants to send rejected comms to the Elector
*When* the ERO requests to view a preview of the Email to be sent
*Then* the API returns a 409 Conflict response

h3. AC3: Preview Letter - No Email Address (Happy Path - 200)

*Given* the ERO has rejected documents
*And* the Elector doesn’t have an email address
*And* the ERO wants to send rejected comms to the Elector
*When* the ERO requests to view a preview of the Letter to be sent
*Then* the API will return the GOV.Notify Preview Letter

h3. AC4: Preview Letter - Has Email Address (Un-Happy Path - 409)

*Given* the ERO has rejected documents
*And* the Elector has an email address
*And* the ERO wants to send rejected comms to the Elector
*When* the ERO requests to view a preview of the Letter to be sent
*Then* the API returns a 409 Conflict response

h3. AS ABOVE  x 4 - Replace Preview with SEND

h3. *AC X:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,06/Sep/23 3:41 PM,08/Sep/23 2:52 PM,,,,EIP1-4308,,3.0,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7439,Three,,Story,"*As an* ERO
*I want* to create new OE applications in the EROP 
*so that*  I can store and process those received on paper or in person

*Process flow:*

[https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|smart-link]

*Assumptions*

* [https://technologyprogramme.atlassian.net/browse/EIP1-5291|https://technologyprogramme.atlassian.net/browse/EIP1-5291|smart-link] will be Done
* This story will deal with the creation of page 1 of 14 pages

* [https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=1-43&mode=design&t=mBpcRe9gJxXQqkDN-0|https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=1-43&mode=design&t=mBpcRe9gJxXQqkDN-0|smart-link] 

Applications list page:

!image-20230906-203633.png|width=1508,height=509!

*AC1 page 1*

*Given* I want to create a OE application manually (from a paper/in person)

*When* I select the option to ‘Create new application’ on the applications list page 

*Then* I will be prompted to enter the information shown on page 1 (wireframe below)

*And* the following rules apply:

* No defaults except ‘Date/time received by’ time element which will be set to midnight
* selecting the ‘Set to today’s date and current time' option will change the default time element of ‘Date/time received by’ accordingly 

Page 1:

!image-20230906-203813.png|width=50%!

{color:#bf2600}*Note: As the working assumption is to not have signatures or waivers then any design elements relating to signatures and waivers are to be ignored*{color}



*AC2 Page 1 validation*

*Given* I have entered the information on Page 1

*And* I have broken any of the following rules:

* All fields are mandatory
* Date/time received cannot be in the future or more than 3 months in the past 

*When* I select the Continue option

*Then* appropriate validation messages will be displayed

*And* I will not be able to go to the next page",To Do,,Shane.yin,,06/Sep/23 9:16 PM,11/Sep/23 12:48 PM,,,,EIP1-5177,,3.0,,,,Beta|OAVA|OE|Refined|UI|Valtech,,,,
EIP1-7440,Three,,Story,"*As an* ERO
*I want* to create new OE applications in the EROP 
*so that*  I can store and process those received on paper or in person

*Assumptions*

* [https://technologyprogramme.atlassian.net/browse/EIP1-5291|https://technologyprogramme.atlassian.net/browse/EIP1-5291|smart-link]  will be Done
* This story will deal with the creation of page 2 of 14 pages
* [https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=24-19970&mode=design&t=mBpcRe9gJxXQqkDN-4|https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=24-19970&mode=design&t=mBpcRe9gJxXQqkDN-4|smart-link] 

*Process flow:*

[https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|smart-link]

*AC1 Page 2*

*Given* I have selected the option to Continue on page 1

*Then* I will be prompted to enter the information shown on page 2 (wireframe below)

Page 2:

!image-20230906-204638.png|width=2271,height=5493!



*AC4 Page 2 validation*

*Given* I have entered the information on Page 2

*And* I have not provided information for these mandatory fields:

* First (given) name
* Last (family) name
* Current Address - Street
* Current address - Postcode

*When* I select the Continue option

*Then* appropriate validation messages will be displayed

*And* I will not be able to go to the next page",To Do,,Shane.yin,,06/Sep/23 9:18 PM,11/Sep/23 12:48 PM,,,,EIP1-5177,,3.0,,,,Beta|OAVA|OE|Refined|UI|Valtech,,,,
EIP1-7441,Three,,Story,"*As an* ERO
*I want* to create new OE applications in the EROP 
*so that*  I can store and process those received on paper or in person

*Process flow:*

[https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|smart-link] 



*Assumptions*

* [https://technologyprogramme.atlassian.net/browse/EIP1-5291|https://technologyprogramme.atlassian.net/browse/EIP1-5291|smart-link] will be Done
* This story will deal with the creation of page 3 of 14 pages
* [https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=24-20819&mode=design&t=mBpcRe9gJxXQqkDN-4|https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=24-20819&mode=design&t=mBpcRe9gJxXQqkDN-4|smart-link] 

*AC1 Page 2*

*Given* I have selected *Yes* to the *Applicant has moved in the past 12 months* question in *page 1*

 *AND* selected the option to Continue on page 2

*Then* I will be prompted to enter the information shown on page 3 (wireframe below)



Page 3:

!image-20230906-205556.png|width=2271,height=3171!



*AC4 Page 3 validation*

*Given* I have entered the information on Page 3

*And* I have not provided information for these mandatory fields:

* Prev address - Street
* Prev address - Postcode

*When* I select the Continue option

*Then* appropriate validation messages will be displayed

*And* I will not be able to go to the next page",To Do,,Shane.yin,,06/Sep/23 9:20 PM,11/Sep/23 12:48 PM,,,,EIP1-5177,,3.0,,,,Beta|OAVA|OE|Refined|UI|Valtech,,,,
EIP1-7442,Three,,Story,"*As an* ERO
*I want* to create new OE applications in the EROP 
*so that*  I can store and process those received on paper or in person

*Assumptions*

* [https://technologyprogramme.atlassian.net/browse/EIP1-5291|https://technologyprogramme.atlassian.net/browse/EIP1-5291|smart-link]  will be Done
* This story will deal with the creation of page 4 of 14 pages
* [https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=24-21274&mode=design&t=mBpcRe9gJxXQqkDN-4|https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=24-21274&mode=design&t=mBpcRe9gJxXQqkDN-4|smart-link] 



*Process flow:*

[https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|smart-link]

*AC1 Page 2*

*Given* I have selected *YES* to *Name Change since last registered to vote question* on Page 1

*AND* selected the option to Continue on page 3

*Then* I will be prompted to enter the information shown on page 4 (wireframe below)

Page 4:

!image-20230906-211520.png|width=2271,height=2649!



*AC4 Page 4 validation*

*Given* I have entered the information on Page 4

*And* I have not provided information for these mandatory fields:

* Full previous name
* Reason for name change

*When* I select the Continue option

*Then* appropriate validation messages will be displayed

*And* I will not be able to go to the next page",To Do,,Shane.yin,,06/Sep/23 9:24 PM,11/Sep/23 12:48 PM,,,,EIP1-5177,,3.0,,,,Beta|OAVA|OE|Refined|UI|Valtech,,,,
EIP1-7443,Three,,Story,"*As an* ERO
*I want* to create new OE applications in the EROP 
*so that*  I can store and process those received on paper or in person

*Assumptions*

* [https://technologyprogramme.atlassian.net/browse/EIP1-5291|https://technologyprogramme.atlassian.net/browse/EIP1-5291|smart-link]  will be Done
* This story will deal with the creation of page 5 of 14 pages

* [https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=24-21458&mode=design&t=mBpcRe9gJxXQqkDN-4|https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=24-21458&mode=design&t=mBpcRe9gJxXQqkDN-4|smart-link] 

*Process flow:*

[https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|https://miro.com/app/board/uXjVMm9vHfE=/?share_link_id=186089647844|smart-link]

*AC1 Page 5*

*Given* I have selected the option to Continue on page 2

*Then* I will be prompted to enter the information shown on page 5 (wireframe below)



!image-20230906-212756.png|width=2271,height=2649!

*AC2 Page  5 validation*

*Given* I have entered the information on Page 5

*And* I have broken any of the following rules:

* DOB cannot be in the future

*When* I select the Continue option

*Then* appropriate validation messages will be displayed

*And* I will not be able to go to the next page",To Do,,Shane.yin,,06/Sep/23 9:27 PM,11/Sep/23 12:48 PM,,,,EIP1-5177,,3.0,,,,Beta|OAVA|OE|Refined|UI|Valtech,,,,
